PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Marvi, Zahra; Kiumarsi, Bahare										Safe reinforcement learning: A control barrier function optimization approach								INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL				31	6			1923	1940				10.1002/rnc.5132					AUG 2020		Article; Early Access		2021	This article presents a learning-based barrier certified method to learn safe optimal controllers that guarantee operation of safety-critical systems within their safe regions while providing an optimal performance. The cost function that encodes the designer's objectives is augmented with a control barrier function (CBF) to ensure safety and optimality. A damping coefficient is incorporated into the CBF which specifies the trade-off between safety and optimality. The proposed formulation provides a look-ahead and proactive safety planning and results in a smooth transition of states within the feasible set. That is, instead of applying an optimal controller and intervening with it only if the safety constraints are violated, the safety is planned and optimized along with the performance to minimize the intervention with the optimal controller. It is shown that addition of the CBF into the cost function does not affect the stability and optimality of the designed controller within the safe region. This formulation enables us to find the optimal safe solution iteratively. An off-policy reinforcement learning (RL) algorithm is then employed to find a safe optimal policy without requiring the complete knowledge about the system dynamics, while satisfies the safety constraints. The efficacy of the proposed safe RL control design approach is demonstrated on the lane keeping as an automotive control problem.									66	6	0	0	0	0	76			1049-8923	1099-1239										Michigan State Univ, Dept Elect & Comp Engn, 428 S Shaw Lane,Room 2120, E Lansing, MI 48824 USA				2020-08-24	WOS:000558186300001		
P	IN C T; WON J										Apparatus for determining path of e.g. UAV, in            airspace by using reinforcement learning, has airspace            path inference unit predicting flight path of vehicle            through reinforcement learning of inference of agent            node at vector point nodes					KR2023032309-A	CLROBUR CO LTD																									NOVELTY - The apparatus (1) has space vector point nodes for representing environmental elements of an airspace of an unmanned vehicle as an environment for reinforcement learning. A starting node corresponding to a starting point of the unmanned vehicle and an arrival point are set in the space vectors point nodes. An airspace environment recognition unit (10) sets an arrival node. An agent node setting unit (21) is configured to set agent nodes that perform reinforcement learning at the space vector points. A flight path of the vehicle is predicted by an airspace path inference unit through reinforcement learning of a flight path inference of the agent node. USE - Apparatus for determining a path of an unmanned mobile vehicle i.e. UAV, in the airspace by using reinforcement learning. ADVANTAGE - The apparatus determines and expresses optimal flight path avoiding obstacles according to 3D buildings and terrain in space through an automatic path determination process using a reinforcement learning technique in a space vector point node environment in an airspace expressed in 4 dimensions. The apparatus is convenient to select and determine routes individually on a 2D or 3D map to determine the flight route of the unmanned vehicle, so that difficulties in performing tasks that require direct visual observation and judgment, and consequently unpredictable accidents are reduced. The apparatus allows a user to easily obtain a safe route for the unmanned vehicle by setting starting and ending points while solving problems such as yagi and lack of automation. DESCRIPTION Of DRAWING(S) - The drawing shows a block diagram of the apparatus for determining the path of the unmanned mobile vehicle (Drawing includes non-English language text).1Apparatus for determining path of unmanned mobile vehicle10Airspace environment recognition unit13Node unit14Start node setting unit21Agent node setting unit															0																		2023-04-07	DIIDW:202327481E		
J	Raio, Stephen; Corder, Kevin; Parker, Travis W.; Shearer, Gregory G.; Edwards, Joshua S.; Thogaripally, Manik R.; Park, Song J.; Nelson, Frederica F.										Reinforcement Learning as a Path to Autonomous Intelligent Cyber-Defense Agents in Vehicle Platforms								APPLIED SCIENCES-BASEL				13	21					11621			10.3390/app132111621							Article	NOV 2023	2023	Technological advancement of vehicle platforms exposes opportunities for new attack paths and vulnerabilities. Static cyber defenses can help mitigate certain attacks, but those attacks must generally be known ahead of time, and the cyber defenses must be hand-crafted by experts. This research explores reinforcement learning (RL) as a path to achieve autonomous, intelligent cyber defense of vehicle control networks-namely, the controller area network (CAN) bus. We train an RL agent for the CAN bus using Toyota's Portable Automotive Security Testbed with Adaptability (PASTA). We then apply the U.S. Army Combat Capabilities Development Command (DEVCOM) Army Research Laboratory's methodology for quantitative measurement of cyber resilience to assess the agent's effect on the vehicle testbed in a contested cyberspace environment. Despite all defenses having similar traditional performance measures, our RL agent averaged a 90% cyber resilience measurement during drive cycles executed on hardware versus 41% for a naive static timing defense and 98% for the bespoke timing-based defense. Our results also show that an RL-based agent can detect and block injection attacks on a vehicle CAN bus in a laboratory environment with greater cyber resilience than prior learning approaches (1% for convolutional networks and 0% for recurrent networks). With further research, we believe there is potential for using RL in the autonomous intelligent cyber defense agent concept.									0	0	0	0	0	0	0				2076-3417										US Army, Combat Capabil Dev Command DEVCOM, Army Res Lab, Aberdeen, MD 21005 USAParsons Corp, Aberdeen, MD 21005 USAICF Int, Columbia, MD 21046 USA	Parsons CorpICF Int			2023-12-03	WOS:001099465600001		
J	Zhang, Li; Li, Zhao; Ren, Huali; Yu, Xiao; Ma, Yuxi; Zhang, Quanxin										Knowledge graph and behavior portrait of intelligent attack against path planning								INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS				37	10			7110	7123				10.1002/int.22874					MAR 2022		Article; Early Access		2022	The broad application of artificial intelligence (AI) shows more and more vulnerabilities. Adversaries have more opportunities to attack AI systems. For example, unmanned vehicles may be interfered with by adversaries in path planning, resulting in unmanned vehicles being unable to move according to the planned route, and even serious safety problems. On the other side, the portrait technology can extract highly refined characteristics of different attack strategies, so that unmanned vehicles can defend themselves based on the characteristics of each attack. Existing research lacks intelligent attack research on path planning in the field of unmanned vehicles, and lacks portraits of attack behaviors in this scenario. This paper combines multiagent reinforcement learning technology, time-series segmentation clustering technology, and knowledge graph technology to study the portrait technology of adversary intelligent attack behavior in the field of unmanned vehicle path planning. First, the simulation results of unmanned vehicle path planning are obtained, and the steps of adversary attack behavior are extracted by using Toeplitz inverse covariance-based clustering time-series segmentation cluster technology. Second, the knowledge graph is used to save the attack strategy, so as to form the attack behavior portrait of unmanned vehicle path planning. The test on the Neo4j platform shows that our method is universal, can effectively describe the attack steps for unmanned vehicle path planning, and provides the basis for attack detection to establish the defense system of unmanned vehicles.									3	0	0	0	0	0	3			0884-8173	1098-111X										Commun Univ Zhejiang, Dept Media Engn, Hangzhou, Peoples R ChinaBeijing Inst Technol, Sch Comp Sci, Beijing 100081, Peoples R ChinaGuangzhou Univ, Inst Artificial Intelligence & Blockchain, Guangzhou, Peoples R ChinaShandong Univ Technol, Dept Comp Sci & Technol, Zibo, Peoples R China				2022-03-27	WOS:000770873400001		
J	Voogd, K.; Allamaa, J.P.; Alonso-mora, J.; Son, T.D.										Reinforcement Learning from Simulation to Real World Autonomous Driving using Digital Twin [arXiv]								arXiv																				Journal Paper	27 Nov. 2022	2022	Reinforcement learning (RL) is a promising solution for autonomous vehicles to deal with complex and uncertain traffic environments. The RL training process is however expensive, unsafe, and time consuming. Algorithms are often developed first in simulation and then transferred to the real world, leading to a common sim2real challenge that performance decreases when the domain changes. In this paper, we propose a transfer learning process to minimize the gap by exploiting digital twin technology, relying on a systematic and simultaneous combination of virtual and real world data coming from vehicle dynamics and traffic scenarios. The model and testing environment are evolved from model, hardware to vehicle in the loop and proving ground testing stages, similar to standard development cycle in automotive industry. In particular, we also integrate other transfer learning techniques such as domain randomization and adaptation in each stage. The simulation and real data are gradually incorporated to accelerate and make the transfer learning process more robust. The proposed RL methodology is applied to develop a path following steering controller for an autonomous electric vehicle. After learning and deploying the real-time RL control policy on the vehicle, we obtained satisfactory and safe control performance already from the first deployment, demonstrating the advantages of the proposed digital twin based learning process.									0	0	0	0	0	0	0																		2023-05-05	INSPEC:22979267		
J	Nantogma, Sulemana; Zhang, Shangyan; Yu, Xuewei; An, Xuyang; Xu, Yang					Nantogma, Sulemana/0000-0002-5103-2526					Multi-USV Dynamic Navigation and Target Capture: A Guided Multi-Agent Reinforcement Learning Approach								ELECTRONICS				12	7					1523			10.3390/electronics12071523							Article	APR 2023	2023	Autonomous unmanned systems have become an attractive vehicle for a myriad of military and civilian applications. This can be partly attributed to their ability to bring payloads for utility, sensing, and other uses for various applications autonomously. However, a key challenge in realizing autonomous unmanned systems is the ability to perform complex group missions, which require coordination and collaboration among multiple platforms. This paper presents a cooperative navigating task approach that enables multiple unmanned surface vehicles (multi-USV) to autonomously capture a maneuvering target while avoiding both static and dynamic obstacles. The approach adopts a hybrid multi-agent deep reinforcement learning framework that leverages heuristic mechanisms to guide the group mission learning of the vehicles. Specifically, the proposed framework consists of two stages. In the first stage, navigation subgoal sets are generated based on expert knowledge, and a goal selection heuristic model based on the immune network model is used to select navigation targets during training. Next, the selected goals' executions are learned using actor-critic proximal policy optimization. The simulation results with multi-USV target capture show that the proposed approach is capable of abstracting and guiding the unmanned vehicle group coordination learning and achieving a generally optimized mission execution.									0	0	0	0	0	0	0				2079-9292										Univ Elect Sci & Technol China, Sch Comp Sci & Engn, Chengdu 611731, Peoples R ChinaChina North Artificial Intelligence & Innovat Res, Beijing 100072, Peoples R ChinaNankai Univ, Coll Artificial Intelligence, Tianjin 300350, Peoples R China	China North Artificial Intelligence & Innovat Res			2023-05-06	WOS:000971798000001		
J	Luo, Jie; Wang, Zhong-Xun; Pan, Kang-Lu										Reliable Path Planning Algorithm Based on Improved Artificial Potential Field Method								IEEE ACCESS				10				108276	108284				10.1109/ACCESS.2022.3212741							Article	2022	2022	In order to solve the "minimum trap" of Artificial Potential Field and the limitation of traditional path planning algorithm in dynamic obstacle environment, a path planning algorithm based on improved artificial potential field is proposed. Firstly, a virtual potential field detection circle model (VPFDCM) with adjustable radius is proposed to detect the "minimum trap" formed by the repulsion field of obstacles in advance. And the motion model of unmanned vehicle is established. Combined with the improved reinforcement learning algorithm based on Long Short-Term Memory(LSTM), the radius of virtual potential field detection circle is adjusted to achieve effective avoidance of dynamic obstacles. The reliable online collision free path planning of unmanned vehicle in semi closed dynamic obstacle environment is realized. Finally, the reliability and robustness of the algorithm are verified by MATLAB simulation. The simulation results show that the improved artificial potential field can effectively solve the problem of unmanned vehicle falling into the "minimum trap" and improve the reliability of unmanned vehicle movement. Compared with the traditional artificial potential field method, the improved artificial potential field method can achieve more than 90% success rate in obstacle avoidance.									10	0	0	0	0	0	10			2169-3536											Yantai Univ, Sch Phys & Elect Informat, Yantai 264005, Peoples R China				2022-10-29	WOS:000870211300001		
J	Yoon, Yeomyung; Lee, Hojeong; Kim, Hyogon										Deep reinforcement learning-based dual-mode congestion control for cellular V2X environments								ELECTRONICS LETTERS				59	20					e12984			10.1049/ell2.12984							Article	OCT 2023	2023	The Society of Automotive Engineers (SAE) J2945/1 standard for Dedicated Short Range Communication (DSRC) environmentutilizes transmit (Tx) power control and rate control elements for the periodic BSM transmissions, which are intended to work in a complementary manner. An equivalent standard for the cellular vehicle-to-everything (C-V2X) communication environment is J3161/1, but it eliminates Tx power control and uses only rate control. However, the consequence is the degraded update delay of neighbouring vehicles' kinematics, potentially undermineing driving safety. In this Letter, the authors propose to retain the dual-mode control in the C-V2X environment and find a policy through reinforcement learning (RL) to adjust the rate control function to maintain synergy. Moreover, the authors can extract the RL-created policy from the neural network so that it can be explicitly specified in the standard, and downloaded and used more conveniently by vehicles. Finally, the RL-generated policy achieves a better packet delivery frequency than J2945/1 or J3161/1.Current V2X standards typically specify human-designed heuristic control algorithms. Their drawbacks are frequently discovered later by more thorough simulation experiments that were not done during standardization. This Letter shows that AI-generated control can be automatically obtained while running simulation, and better performing than heuristic algorithms, with the case of congestion control. Moreover, the policy can be extracted from the neural network and explicitly specified in the standard and used by vehicles instead of the neural network.image									0	0	0	0	0	0	0			0013-5194	1350-911X										Korea Univ, Dept Comp Sci & Engn, Seoul, South Korea				2023-10-24	WOS:001080569200001		
J	Zielinski, Kallil M. C.; Hendges, Lucas, V; Florindo, Joao B.; Lopes, Yuri K.; Ribeiro, Richardson; Teixeira, Marcelo; Casanova, Dalcimar				Kaszubowski Lopes, Yuri/Z-4925-2019; Teixeira, Marcelo/I-2860-2014; Casanova, Dalcimar/J-1588-2012; Zielinski, Kallil Miguel Caparroz/AFU-7376-2022; Ribeiro, Richardson/AAX-1924-2021; Florindo, Joao/S-5823-2019	Kaszubowski Lopes, Yuri/0000-0002-4627-5590; Teixeira, Marcelo/0000-0002-1008-7838; Casanova, Dalcimar/0000-0002-1905-4602; Florindo, Joao/0000-0002-0071-0227; Ribeiro, Richardson/0000-0002-5630-5204; Zielinski, Kallil/0000-0001-9395-6287					Flexible control of Discrete Event Systems using environment simulation and Reinforcement Learning								APPLIED SOFT COMPUTING				111						107714			10.1016/j.asoc.2021.107714					JUL 2021		Article; Early Access		2021	Discrete Event Systems (DESs) are classically modeled as Finite State Machines (FSMs), and controlled in a maximally permissive, controllable, and nonblocking way using Supervisory Control Theory (SCT). While SCT is powerful to orchestrate events of DESs, it fail to process events whose control is based on probabilistic assumptions. In this research, we show that some events can be approached as usual in SCT, while others can be processed using Artificial Intelligence. We present a tool to convert SCT controllers into Reinforcement Learning (RL) simulation environments, from where they become suitable for intelligent processing. Then, we propose a RL-based approach that recognizes the context under which the selected set of stochastic events occur, and treats them accordingly, aiming to find suitable decision making as complement to deterministic outcomes of the SCT. The result is an efficient combination of safe and flexible control, which tends to maximize performance for a class of DES that evolves probabilistically. Two RL algorithms are tested, State-Action-Reward-State-Action (SARSA) and N-step SARSA, over a flexible automotive plant control. Results suggest a performance improvement 9 times higher when using the proposed combination in comparison with non-intelligent decisions. (C) 2021 Elsevier B.V. All rights reserved.									10	0	0	0	0	0	10			1568-4946	1872-9681										Univ Tecnol Fed Parana, Grad Program Elect Engn, Curitiba, PR, BrazilUniv Estadual Campinas, Inst Math Stat & Sci Comp, Campinas, Brazil				2021-11-08	WOS:000711075800005		
J	Xue, Lei; Ma, Bei; Liu, Jian; Mu, Chaoxu; Wunsch, Donald C.					Mu, Chaoxu/0000-0003-1055-9513					Extended Kalman Filter Based Resilient Formation Tracking Control of Multiple Unmanned Vehicles via Game-Theoretical Reinforcement Learning								IEEE TRANSACTIONS ON INTELLIGENT VEHICLES				8	3			2307	2318				10.1109/TIV.2023.3237790							Article	MAR 2023	2023	In this paper, we discuss the resilient formation tracking control problem of multiple unmanned vehicles (MUV). A dynamic leader-follower distributed control structure is utilized to optimize the performance of the formation tracking. For the follower of the MUV, the leader is a cooperative unmanned vehicle, and the target of formation tracking is a non-cooperative unmanned vehicle with a nonlinear trajectory. Therefore, an extended Kalman filter (EKF) observer is designed to estimate the state of the target. Then the leader of the MUV is adjusted dynamically according to the state of the target. In order to describe the interactions between the follower and dynamic leader, a Stackelberg game model is constructed to handle the hierarchical decision problems. At the lower layer, each follower responds by observing the leader's strategy, and the potential game is used to prove a Nash equilibrium among all followers. At the upper layer, the dynamic leader makes decisions depending on the response of all followers to reaching the Stackelberg equilibrium. Moreover, the Stackelberg-Nash equilibrium of the designed game theoretical model is proven. A novel reinforcement learning-based algorithm is designed to achieve the Stackelberg-Nash equilibrium of the game. Finally, the effectiveness of the method is verified by a variety of formation tracking simulation experiments.									2	0	0	0	0	0	2			2379-8858	2379-8904										Southeast Univ, Sch Automat, Key Lab Measurement & Control Complex Syst Engn, Minist Educ, Nanjing 210096, Peoples R ChinaTianjin Univ, Sch Elect & Informat Engn, Tianjin 300072, Peoples R ChinaMissouri Univ Sci & Technol, Dept Elect & Comp Engn, Rolla, MO 65409 USA				2023-06-12	WOS:000981348100027		
P	CHEN L; GAO S; CUI L; WANG T										Underwater unmanned vehicle safety opportunity            routing method on reinforcement learning by using            computer device, involves using underwater unmanned            aircraft to primary filter node, and setting            state-action value updating function					CN114025405-A; CN114025405-B	UNIV HARBIN ENGINEERING																									NOVELTY - The method involves using an underwater unmanned aircraft to primary filter node in a communication range. A trust evaluation model is established according to the node of primary filter. The node of the preliminary filter is evaluated by using the trust evaluation model. An evaluation element of evaluation model is composed of two parts of direct trust value DTValue and indirect trust value ITValue. An element input fuzzy logic system is evaluated to obtain evaluation node comprehensive trust value. The node comprehensive trust value updated to a meeting node trust value dynamic table is evaluated. A strengthening learning is used to perform routing selection. A state-action value updating function and a reward function are set. USE - The method is useful for underwater unmanned vehicle safety opportunity routing on reinforcement learning by using a computer device (claimed). ADVANTAGE - The method: improves the network performance of underwater unmanned vehicle networking; reduces the delay of underwater information transmission; increases the delivery rate of messages; and realizes safety and high efficiency of information transmission of unmanned aerial vehicle. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for an underwater unmanned vehicle safety opportunity routing device on reinforcement learning. DESCRIPTION Of DRAWING(S) - The drawing shows an implementation process of underwater unmanned vehicle safety opportunity routing method on reinforcement learning (Drawing includes non-English language text).															0																		2022-03-24	DIIDW:202228492E		
P	HAO M; WU H; WANG Y; WANG J; JIAO R										Method for controlling intelligent unmanned aerial            vehicle formation maintaining based on deep            reinforcement learning, involves using            proportional-integral-derivative cascade controller to            receive control instruction to operate unmanned vehicle            for completing formation and maintenance					CN116820134-A	ZHIYANG INNOVATION TECHNOLOGY CO LTD																									NOVELTY - The method involves establishing an unmanned aerial vehicle flying dynamics model and a kinematics model according to flying mechanics principle. An unmanned vehicle relative motion model is designed according to a virtual long machine topology structure. A proportional-integral-derivative (PID) cascade controller of a stable-attitude-track of an unmanned vehicle is designed. Markov decision process of a MAPPO intelligent body of the unmanned vehicle is designed. Input of an intelligent agent is provided with a state space. Output of the intelligent agent is contained with an unmanned vehicle control instruction. The PID cascade controller is used to receive the control instruction to operate the unmanned vehicle for completing formation and maintenance. USE - Method for controlling an intelligent unmanned aerial vehicle formation maintaining based on deep reinforcement learning in different fields e.g. robot, game, finance and traffic. ADVANTAGE - The method enables improving the intelligence, robustness and accuracy of the unmanned aerial vehicle formation. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic block diagram illustrating a method for controlling an intelligent unmanned aerial vehicle formation maintaining based on deep reinforcement learning. (Drawing includes non-English language text).															0																		2023-10-26	DIIDW:2023A5350A		
P	DAI B; ZHAO D; XIAO L; NIE Y; SHANG E; WANG X										Depth reinforcement learning and A-star search            algorithm based method for planning path of unmanned            vehicles, involves driving unmanned vehicle in off-road            environment and collecting three-dimensional point            cloud data, and utilizing path traveled by unmanned            vehicle as path planning result					CN115933629-A	CHINESE PEOPLES LIBERATION ARMY ACAD																									NOVELTY - The method involves driving an unmanned vehicle in an off-road environment and collecting three-dimensional (3D) point cloud data. A path traveled by the unmanned vehicle is recorded. Multiple grid obstacle maps are generated from the point cloud data. Target points are generated in the current grid map from the path traveled by the unmanned vehicle. The grid obstacle maps are utilized to represent a simulation environment constructed by the rectangle of the unmanned vehicle. An A-star algorithm is utilized to generate a guiding path from each obstacle map. The guidance path is utilized to design a reward function. Data augmentation and curriculum learning are realized to train a unmanned vehicle agent in the simulation environment using a deep neural network. The path traveled by the unmanned vehicle is utilized as a path planning result of the corresponding obstacle map. USE - Depth reinforcement learning and A-star search algorithm based method for planning path of unmanned vehicles. ADVANTAGE - The method enables realizing path planning of unmanned vehicles of different off-road scenes and different sizes. DESCRIPTION Of DRAWING(S) - The drawing shows a flowchart illustrating a depth reinforcement learning and A-star search algorithm based method for planning path of unmanned vehicles. (Drawing includes non-English language text).															0																		2023-08-10	DIIDW:202350062J		
J	Yao, Jialing; Ge, Zhen					Yao, Jialing/0000-0002-0474-9858					Path-Tracking Control Strategy of Unmanned Vehicle Based on DDPG Algorithm								SENSORS				22	20					7881			10.3390/s22207881							Article	OCT 2022	2022	This paper proposes a deep reinforcement learning (DRL)-based algorithm in the path-tracking controller of an unmanned vehicle to autonomously learn the path-tracking capability of the vehicle by interacting with the CARLA environment. To solve the problem of the high estimation of the Q-value of the DDPG algorithm and slow training speed, the controller adopts the deep deterministic policy gradient algorithm of the double critic network (DCN-DDPG), obtains the trained model through offline learning, and sends control commands to the unmanned vehicle to make the vehicle drive according to the determined route. This method aimed to address the problem of unmanned-vehicle path tracking. This paper proposes a Markov decision process model, including the design of state, action-and-reward value functions, and trained the control strategy in the CARLA simulator Town04 urban scene. The tracking task was completed under various working conditions, and its tracking effect was compared with the original DDPG algorithm, model predictive control (MPC), and pure pursuit. It was verified that the designed control strategy has good environmental adaptability, speed adaptability, and tracking performance.									9	0	0	0	0	0	9				1424-8220										Nanjing Forestry Univ, Sch Automot & Transportat Engn, Nanjing 210037, Peoples R China				2022-11-04	WOS:000873357000001	36298232	
J	Jang, Seowoo; Yoo, Soyoung; Kang, Namwoo										Generative Design by Reinforcement Learning: Enhancing the Diversity of Topology Optimization Designs								COMPUTER-AIDED DESIGN				146						103225			10.1016/j.cad.2022.103225					FEB 2022		Article; Early Access		2022	Generative design refers to computational design methods that can automatically conduct design exploration under constraints defined by designers. Among many approaches, topology optimization based generative designs aim to explore diverse topology designs, which cannot be represented by conventional parametric design approaches. Recently, data-driven topology optimization research has started to exploit artificial intelligence, such as deep learning or machine learning, to improve the capability of design exploration. This study proposes a reinforcement learning (RL) based generative design process, with reward functions maximizing the diversity of topology designs. We formulate generative design as a sequential problem of finding optimal design parameter combinations in accordance with a given reference design. Proximal Policy Optimization is used as the learning framework, which is demonstrated in the case study of an automotive wheel design problem. To reduce the heavy computational burden of the wheel topology optimization process required by our RL formulation, we approximate the optimization process with neural networks. With efficient data preprocessing/augmentation and neural architecture, the neural networks achieve a generalized performance and symmetricity-reserving characteristics. We show that RL-based generative design produces a large number of diverse designs within a short inference time by exploiting GPU in a fully automated manner. It is different from the previous approach using CPU which takes much more processing time and involving human intervention. (c) 2022 Elsevier Ltd. All rights reserved.									13	0	0	0	0	0	13			0010-4485	1879-2685										Seoul Natl Univ, Dept Elect & Comp Engn, Seoul, South KoreaSookmyung Womens Univ, Dept Mech Syst Engn, Seoul, South KoreaKorea Adv Inst Sci & Technol, Cho Chun Shik Grad Sch Green Transportat, Daejeon, South Korea				2022-04-28	WOS:000781652200004		
J	Levin, J.; Correll, R.; Ide, T.; Suzuki, T.; Saito, T.; Arai, A.										Deep Reinforcement Learning for Multi-Truck Vehicle Routing Problems with Multi-Leg Demand Routes [arXiv]								Deep Reinforcement Learning for Multi-Truck Vehicle Routing Problems with Multi-Leg Demand Routes [arXiv]																				Preprint	2024	2024	Deep reinforcement learning (RL) has been shown to be effective in producing approximate solutions to some vehicle routing problems (VRPs), especially when using policies generated by encoder-decoder attention mechanisms. While these techniques have been quite successful for relatively simple problem instances, there are still under-researched and highly complex VRP variants for which no effective RL method has been demonstrated. In this work we focus on one such VRP variant, which contains multiple trucks and multi-leg routing requirements. In these problems, demand is required to move along sequences of nodes, instead of just from a start node to an end node. With the goal of making deep RL a viable strategy for real-world industrial-scale supply chain logistics, we develop new extensions to existing encoder-decoder attention models which allow them to handle multiple trucks and multi-leg routing requirements. Our models have the advantage that they can be trained for a small number of trucks and nodes, and then embedded into a large supply chain to yield solutions for larger numbers of trucks and nodes. We test our approach on a real supply chain environment arising in the operations of Japanese automotive parts manufacturer Aisin Corporation, and find that our algorithm outperforms Aisin's previous best solution.									0	0	0	0	0	0	0																		2024-02-08	INSPEC:24464038		
P	SUN L; QIN W; ZHAI J; DI J										deep learning based reinforcement vehicle speed            decision method, involves constructing deep            reinforcement learning structure of Actor-Critic frame,            and performing tracking of vehicle at low speed running            under city congestion condition					CN109213148-A; CN109213148-B	UNIV SOUTHEAST																									NOVELTY - The method involves receiving position, speed and acceleration information of front and rear unmanned vehicle as an environment state by using a network in real-time. deep reinforcement learning structure of an Actor-Critic frame is constructed by using environment state and current state of the unmanned vehicle. Training process is performed on the deep reinforcement learning structure to update a Critic network parameter and an Actor network parameter such that certain safe distance is established between the unmanned vehicle and front and rear vehicles. Automatic tracking of the unmanned vehicle is performed at low speed running under city congestion condition. USE - deep learning based reinforcement vehicle speed decision method. ADVANTAGE - The method enables increasing comfort degree of driving, improving traffic safety and smoothness of traffic lane and decision process. DESCRIPTION Of DRAWING(S) - The drawing shows a flow diagram illustrating a deep learning based reinforcement vehicle speed decision method. '(Drawing includes non-English language text)'															0																		2019-03-29	DIIDW:201907935R		
P	YANG L; WANG Y; REN F; LIU J; WANG L										Deep reinforcement learning based intelligent            unmanned vehicle driving end-to-end decision-making            method, involves constructing deep reinforcement            network, and outputting value of action network when            target network operation is completed					CN113104050-A; CN113104050-B	UNIV TIANJIN TECHNOLOGY																									NOVELTY - The method involves constructing and training a deep reinforcement learning network, where the deep reinforcement learning network comprises an activity network, an Eval action network and a Target Actor network. Training or Eval action network action values are output when target action network operation is completed. Current time environment state is received by the Eval action network. Discrete space action is output. Multiple groups of samples are adjusted from a playback experience pool, where the current time environment state comprises front road environment state and vehicle self state. The front road environment state is a front road characteristic code, where the vehicle state comprises a vehicle driving speed, steering wheel angle, accelerator pedal opening degree and brake pedal opening degree. USE - Deep reinforcement learning based intelligent unmanned vehicle driving end-to-end decision-making method. ADVANTAGE - The method enables requiring less environment data so as to effectively reduce cost, constructing a deep strengthening learning network with high learning efficiency, and increasing training speed and improving exploration efficiency of the intelligent body. DESCRIPTION Of DRAWING(S) - The drawing shows a flow diagram illustrating a deep reinforcement learning based intelligent unmanned vehicle driving end-to-end decision-making method. (Drawing includes non-English language text).															0																		2022-01-08	DIIDW:2021815943		
J	Huang Yuzhou; Wang Lisong; Qin Xiaolin							黄昱洲; 王立松; 秦小麟			Bi-level Path Planning Method for Unmanned Vehicle Based on Deep Reinforcement Learning			一种基于深度强化学习的无人小车双层路径规划方法				计算机科学	Computer Science				50	1			194	204	1002-137X(2023)50:1<194:YZJYSD>2.0.TX;2-W										Article	2023	2023	With the wide application of intelligent unmanned vehicles,intelligent navigation,path planning and obstacle avoidance technology have become important research contents.This paper proposes model-free deep reinforcement learning algorithms DDPG and SAC,which use environmental information to track to the target point,avoid static and dynamic obstacles,and can be generally suitable for different environments.Through the combination of global planning and local obstacle avoidance,it solves the path planning problem with better globality and robustness,solves the obstacle avoidance problem with better dynamicity and generalization,and shortens the iteration time.In the network training stage,PID,A* and other traditional algorithms are combined to improve the convergence speed and stability of the method.Finally,a variety of experimental scenarios such as navigation and obstacle avoidance are designed in the robot operating system ROS and the simulation program gazebo.Simulation results verify the reliability of the proposed approach,which takes the global and dynamic nature of the problem into account and optimizes the generated paths and time efficiency.			随着智能无人小车的广泛应用,智能化导航、路径规划和避障技术成为了重要的研究内容。文中提出了基于无模型的DDPG和SAC深度强化学习算法,利用环境信息循迹至目标点,躲避静态与动态的障碍物并且使其普适于不同环境。通过全局规划和局部避障相结合的方式,该方法以更好的全局性与鲁棒性解决路径规划问题,以更好的动态性与泛化性解决避障问题,并缩短了迭代时间;在网络训练阶段结合PID和A*等传统算法,提高了所提方法的收敛速度和稳定性。最后,在机器人操作系统ROS和仿真程序gazebo中设计了导航和避障等多种实验场景,仿真实验结果验证了所提出的兼顾问题全局性和动态性的方法具有可靠性,生成的路径和时间效率有所优化。						0	0	0	0	0	0	0			1002-137X											南京航空航天大学计算机科学与技术学院, 南京, 江苏 211106, 中国College of Computer Science and Technology,Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu 211106, China	南京航空航天大学计算机科学与技术学院College of Computer Science and Technology,Nanjing University of Aeronautics and Astronautics			2023-06-02	CSCD:7400834		
